V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,mturkcode,Q44,A_ACC,A_UNI,A_DEC,B_ACC,B_UNI,B_DEC,COFFEE,Q48,SEX,AGE,Q233,LocationLatitude,LocationLongitude,LocationAccuracy
R_0wT71NFupDSfURT,Default Response Set,Anonymous,,,71.224.129.127,0,5/22/2014 10:47,5/22/2014 10:47,1,21485,1,,,,,2,,2,1,1,45,1,40.10119629,-75.1780014,-1
R_8C9kqhl2qJeIPt3,Default Response Set,Anonymous,,,107.198.145.81,0,5/22/2014 10:48,5/22/2014 10:49,1,88016,1,,,,,2,,1,1,1,28,1,39.52960205,-119.813797,-1
R_9pk1nkdUg1kWXZP,Default Response Set,Anonymous,,,173.51.115.235,0,5/22/2014 10:47,5/22/2014 10:49,1,3210,1,3,,,,,,2,1,1,22,1,33.74740601,-117.9938965,-1
R_1MmXAPGWTx5QPFH,Default Response Set,Anonymous,,,216.36.15.78,0,5/22/2014 10:49,5/22/2014 10:49,1,68335,1,,,2,,,,1,1,1,31,1,38.29069519,-76.52210236,-1
R_8B5zWoMrnOkonKR,Default Response Set,Anonymous,,,74.42.116.100,0,5/22/2014 10:50,5/22/2014 10:51,1,73352,1,,,,,,1,1,1,1,40,1,42.44880676,-94.22540283,-1
R_8c9Raqg8T4TkwHX,Default Response Set,Anonymous,,,63.116.236.73,0,5/22/2014 10:50,5/22/2014 10:51,1,50793,1,,2,,,,,1,1,1,38,1,39.63569641,-75.32649994,-1
R_emHr2HgXpbtcbtP,Default Response Set,Anonymous,,,98.245.236.75,0,5/22/2014 10:51,5/22/2014 10:52,1,54565,1,,2,,,,,1,1,1,26,1,39.62759399,-104.7833023,-1
R_38DxmdLFeW3cCNL,Default Response Set,Anonymous,,,150.208.194.1,0,5/22/2014 10:51,5/22/2014 10:52,1,78742,1,2,,,,,,1,1,1,20,1,34.7808075,-92.49890137,-1
R_cTTdWn2LxmknBNX,Default Response Set,Anonymous,,,76.124.133.217,0,5/22/2014 10:52,5/22/2014 10:53,1,80959,1,,,3,,,,1,1,1,27,1,40.22160339,-75.23799896,-1
R_aeIzgBtm2KdmU61,Default Response Set,Anonymous,,,70.199.131.222,0,5/22/2014 10:50,5/22/2014 10:53,1,96609,1,,,,,2,,1,1,1,32,1,47.25289917,-122.4443054,-1
R_bef6G7m20jW02Rn,Default Response Set,Anonymous,,,72.91.217.193,0,5/22/2014 10:53,5/22/2014 10:54,1,25954,1,,,,3,,,2,1,1,34,1,28.38189697,-82.65049744,-1
R_5pzMZpOTyvjW0zX,Default Response Set,Anonymous,,,68.0.196.170,0,5/22/2014 10:52,5/22/2014 10:54,1,24495,1,1,,,,,,1,1,2,28,1,41.77589417,-72.52149963,-1
R_5vBbqOaCbFUddlP,Default Response Set,Anonymous,,,98.229.75.96,0,5/22/2014 10:53,5/22/2014 10:54,1,37336,1,,,,1,,,1,1,1,27,1,42.33459473,-71.03620148,-1
R_5mzxBtlBVqRY09n,Default Response Set,Anonymous,,,67.251.82.6,0,5/22/2014 10:54,5/22/2014 10:54,1,59623,1,,3,,,,,1,1,1,22,1,42.19619751,-75.8884964,-1
R_3Fd5xodQYyqjvF3,Default Response Set,Anonymous,,,99.65.174.50,0,5/22/2014 10:55,5/22/2014 10:55,1,74446,1,,,,,,1,1,1,1,28,1,41.41630554,-81.92250061,-1
R_3yBNTJbVuOcXY2x,Default Response Set,Anonymous,,,98.169.204.122,0,5/22/2014 10:55,5/22/2014 10:56,1,63778,1,,,2,,,,1,1,2,25,1,38.75909424,-77.0951004,-1
R_5jprQg1j1hhXbxP,Default Response Set,Anonymous,,,76.99.18.111,0,5/22/2014 10:58,5/22/2014 10:59,1,14645,1,,,,3,,,2,1,1,23,1,39.96859741,-75.17620087,-1
R_1HUmQWxwXpc2FOB,Default Response Set,Anonymous,,,66.208.196.113,0,5/22/2014 10:56,5/22/2014 10:59,1,77853,1,,,1,,,,1,1,2,49,1,35.08680725,-89.81009674,-1
R_5gwbPCKOiZnykYt,Default Response Set,Anonymous,,,144.42.254.14,0,5/22/2014 11:00,5/22/2014 11:00,1,47456,1,,,,2,,,2,1,1,28,1,40.04910278,-75.22810364,-1
R_6icRwBj12yyJtu5,Default Response Set,Anonymous,,,66.56.13.118,0,5/22/2014 10:59,5/22/2014 11:01,1,99876,1,,1,,,,,2,1,2,35,1,33.77079773,-84.29299927,-1
R_9WD89ZPMHUNycGp,Default Response Set,Anonymous,,,105.231.204.69,0,5/22/2014 10:55,5/22/2014 11:01,1,83095,1,,,,,,1,1,1,1,27,1,1,38,-1
R_bCrFZtDIEYKpXYF,Default Response Set,Anonymous,,,76.16.166.8,0,5/22/2014 11:00,5/22/2014 11:01,1,51719,1,,,,3,,,1,1,1,22,1,41.93099976,-88.00900269,-1
R_6X7CYKOpP7yiNXT,Default Response Set,Anonymous,,,69.180.181.169,0,5/22/2014 11:01,5/22/2014 11:02,1,68072,1,,,1,,,,1,1,2,27,1,44.94639587,-93.05149841,-1
R_czOwugBrODTOHY1,Default Response Set,Anonymous,,,75.111.36.10,0,5/22/2014 11:00,5/22/2014 11:02,1,93820,1,2,,,,,,1,1,2,29,1,40.80209351,-124.1636963,-1
R_eRrgD7c8GFWsZSd,Default Response Set,Anonymous,,,98.67.108.24,0,5/22/2014 11:02,5/22/2014 11:03,1,28412,1,,,,1,,,1,1,2,20,1,34.73039246,-86.58609772,-1
R_cAU1YFRuGzLIeCp,Default Response Set,Anonymous,,,69.174.87.132,0,5/22/2014 11:03,5/22/2014 11:03,1,27644,1,,,,,,3,2,1,2,21,1,33.74899292,-84.38800049,-1
R_37PPBT68YmGIdHn,Default Response Set,Anonymous,,,66.194.187.100,0,5/22/2014 11:04,5/22/2014 11:05,1,1691,1,,2,,,,,1,1,1,24,1,40.02310181,-83.18099976,-1
R_bkm5Oi33zsq6mrz,Default Response Set,Anonymous,,,73.54.25.100,0,5/22/2014 11:05,5/22/2014 11:06,1,70341,1,,,2,,,,1,1,2,48,1,26.6217041,-81.84059906,-1
R_8oGMgj5qxqLaDoF,Default Response Set,Anonymous,,,173.0.243.31,0,5/22/2014 11:05,5/22/2014 11:06,1,21300,1,,2,,,,,1,1,1,26,1,42.80479431,-88.7071991,-1
R_d0AQE0lJUvCMnyt,Default Response Set,Anonymous,,,173.72.83.86,0,5/22/2014 11:05,5/22/2014 11:06,1,6559,1,,,,,,1,1,1,2,24,1,39.9571991,-74.91619873,-1
R_6SCfUDkcASZP1bf,Default Response Set,Anonymous,,,50.104.75.232,0,5/22/2014 11:06,5/22/2014 11:07,1,71340,1,,,,,,1,1,1,2,29,1,41.45910645,-87.13899994,-1
R_efYWfK1HfQJn4dD,Default Response Set,Anonymous,,,96.235.17.179,0,5/22/2014 11:08,5/22/2014 11:08,1,61144,1,,,,,2,,1,1,2,34,1,40.37869263,-79.97100067,-1
R_4PCSVj8fKKlU0L3,Default Response Set,Anonymous,,,69.24.181.218,0,5/22/2014 11:09,5/22/2014 11:10,1,93731,1,2,,,,,,2,1,1,40,1,44.13079834,-94,-1
R_b7TI1r8n18nBI69,Default Response Set,Anonymous,,,108.39.185.202,0,5/22/2014 11:09,5/22/2014 11:10,1,76505,1,,,,,2,,2,1,1,22,1,40.34790039,-79.86419678,-1
R_3wmm8SqiSzrtHvv,Default Response Set,Anonymous,,,153.2.246.30,0,5/22/2014 11:14,5/22/2014 11:14,1,367,1,,,2,,,,1,1,1,37,1,41.07800293,-74.17639923,-1
R_3k2LelgL5mu3W29,Default Response Set,Anonymous,,,173.79.149.80,0,5/22/2014 11:14,5/22/2014 11:15,1,75728,1,,,,,,2,1,1,2,24,1,38.86000061,-77.09870148,-1
R_5uyw2Vv1kLAXpZ3,Default Response Set,Anonymous,,,139.72.157.21,0,5/22/2014 11:14,5/22/2014 11:15,1,50187,1,2,,,,,,1,1,1,28,1,44.93469238,-93.67620087,-1
R_8f4PJpHCWI7FJqd,Default Response Set,Anonymous,,,63.88.71.62,0,5/22/2014 11:16,5/22/2014 11:17,1,24327,1,,1,,,,,2,1,2,24,1,40.27960205,-75.38710022,-1
R_57qDkMf1f4et2yV,Default Response Set,Anonymous,,,24.233.186.50,0,5/22/2014 11:16,5/22/2014 11:17,1,23964,1,,,,,3,,1,1,1,28,1,26.27200317,-80.25800323,-1
R_85NAgmOmGtsuZaB,Default Response Set,Anonymous,,,69.246.68.193,0,5/22/2014 11:17,5/22/2014 11:18,1,94370,1,,,2,,,,1,1,1,20,1,42.91960144,-83.64959717,-1
R_6xLOe5wtZ7cxAW1,Default Response Set,Anonymous,,,165.127.19.239,0,5/22/2014 11:19,5/22/2014 11:20,1,38335,1,,2,,,,,2,1,2,25,1,39.61329651,-105.0166016,-1
R_0vQL4xaqwPE609n,Default Response Set,Anonymous,,,74.71.246.82,0,5/22/2014 11:19,5/22/2014 11:20,1,69800,1,,,,,1,,1,1,1,21,1,40.71679688,-73.98609924,-1
R_9outZRraMtF4ViB,Default Response Set,Anonymous,,,98.210.73.213,0,5/22/2014 11:18,5/22/2014 11:20,1,21674,1,,,,3,,,1,1,1,23,1,37.91810608,-122.0735016,-1
R_cYh5YMGA9jpPzQV,Default Response Set,Anonymous,,,69.132.174.42,0,5/22/2014 11:20,5/22/2014 11:21,1,53030,1,,,,,,1,1,1,1,18,1,35.40339661,-80.86109924,-1
R_6fmcTQCeRDNqNwh,Default Response Set,Anonymous,,,71.12.18.204,0,5/22/2014 11:23,5/22/2014 11:24,1,18572,1,1,,,,,,2,1,1,20,1,34.80039978,-82.32209778,-1
R_0IFGqCK99KffguV,Default Response Set,Anonymous,,,70.184.67.238,0,5/22/2014 11:24,5/22/2014 11:24,1,68728,1,,2,,,,,1,1,1,28,1,33.48019409,-117.6141052,-1
R_00MOtce6obGgB7L,Default Response Set,Anonymous,,,173.85.213.33,0,5/22/2014 11:25,5/22/2014 11:26,1,93861,1,,,,,2,,2,1,1,25,1,47.73849487,-122.3748016,-1
R_2rhJKVRMuk1GUDz,Default Response Set,Anonymous,,,216.117.40.40,0,5/22/2014 11:27,5/22/2014 11:28,1,7697,1,,,,,2,,1,1,1,24,1,30.49150085,-97.75440216,-1
R_5ySKtAsiVsevh5j,Default Response Set,Anonymous,,,107.4.26.94,0,5/22/2014 11:27,5/22/2014 11:28,1,5994,1,3,,,,,,1,1,1,28,1,36.47140503,-108.2509995,-1
R_23rJGR8Yv9otSFT,Default Response Set,Anonymous,,,64.132.94.102,0,5/22/2014 11:28,5/22/2014 11:29,1,42039,1,,,,3,,,1,1,1,33,1,39.10580444,-94.59329987,-1
R_6FIUM7LkF01ntpr,Default Response Set,Anonymous,,,70.193.138.234,0,5/22/2014 11:28,5/22/2014 11:29,1,63071,1,3,,,,,,1,1,1,45,1,33.77099609,-84.26319885,-1
R_8vT54V7lLdFrLFP,Default Response Set,Anonymous,,,96.18.215.220,0,5/22/2014 11:30,5/22/2014 11:30,1,72457,1,,2,,,,,1,1,2,23,1,43.66040039,-116.6383057,-1
R_cBzmhUUxD8aj87r,Default Response Set,Anonymous,,,67.176.176.171,0,5/22/2014 11:30,5/22/2014 11:31,1,47945,1,,,,,,3,1,1,2,31,1,41.93730164,-87.65509796,-1
R_0wwnuvtPWRlsn09,Default Response Set,Anonymous,,,108.84.85.41,0,5/22/2014 11:28,5/22/2014 11:31,1,84554,1,,,,3,,,1,1,1,32,1,41.02319336,-81.62799835,-1
R_bP0icWF8co7lfWB,Default Response Set,Anonymous,,,173.2.46.200,0,5/22/2014 11:30,5/22/2014 11:31,1,55172,1,,,,,,2,1,1,1,31,1,40.70210266,-73.70619965,-1
R_9vjBId9Q2RQkR7L,Default Response Set,Anonymous,,,67.160.233.233,0,5/22/2014 11:26,5/22/2014 11:31,1,71257,1,,,2,,,,2,1,2,31,1,36.39169312,-121.653801,-1
R_6L6U8JEpfEAlPzn,Default Response Set,Anonymous,,,160.79.139.151,0,5/22/2014 11:31,5/22/2014 11:31,1,48638,1,,,2,,,,1,1,1,27,1,42.26260376,-71.8022995,-1
R_bJglOZ8XC7fV6o5,Default Response Set,Anonymous,,,192.12.88.131,0,5/22/2014 11:31,5/22/2014 11:32,1,37702,1,,,,,2,,1,1,1,22,1,40.4992981,-74.39900208,-1
R_7aOD1nLckW0VWGF,Default Response Set,Anonymous,,,24.125.86.44,0,5/22/2014 11:32,5/22/2014 11:33,1,46323,1,2,,,,,,1,1,1,35,1,38.11030579,-78.90730286,-1
R_3rYovANl1y21Osd,Default Response Set,Anonymous,,,38.101.248.39,0,5/22/2014 11:33,5/22/2014 11:34,1,36101,1,,,1,,,,1,1,2,49,1,38,-97,-1
R_cYiXxLxGMgjwT4N,Default Response Set,Anonymous,,,24.27.107.47,0,5/22/2014 11:33,5/22/2014 11:34,1,37776,1,,,,,,3,1,1,1,28,1,33.05589294,-96.73110199,-1
R_eX9CkF3pfnBJTNP,Default Response Set,Anonymous,,,172.6.80.21,0,5/22/2014 11:33,5/22/2014 11:34,1,50132,1,,,,1,,,2,1,1,26,1,37.76069641,-122.4841995,-1
R_5ApV2o05L3BlAS9,Default Response Set,Anonymous,,,99.65.237.117,0,5/22/2014 11:33,5/22/2014 11:36,1,39169,1,,2,,,,,1,1,1,28,1,29.61439514,-95.38770294,-1
R_24ZadIZVlHrxnEx,Default Response Set,Anonymous,,,173.174.196.68,0,5/22/2014 11:36,5/22/2014 11:36,1,35163,1,3,,,,,,1,1,1,33,1,29.46220398,-98.44219971,-1
R_cSafjfZ5XTxjmoR,Default Response Set,Anonymous,,,24.185.82.175,0,5/22/2014 11:36,5/22/2014 11:36,1,97340,1,,,,2,,,1,1,1,22,1,40.58329773,-73.9240036,-1
R_42sY9Qu40cEzKeN,Default Response Set,Anonymous,,,71.224.214.87,0,5/22/2014 11:36,5/22/2014 11:37,1,57152,1,,,,,3,,1,1,1,19,1,40.02290344,-75.25849915,-1
R_3CKGIrGVey6jBgV,Default Response Set,Anonymous,,,207.244.77.6,0,5/22/2014 11:37,5/22/2014 11:37,1,75241,1,,3,,,,,1,1,2,30,1,38.79319763,-77.53659821,-1
R_5in88CH487cflit,Default Response Set,Anonymous,,,107.10.54.158,0,5/22/2014 11:36,5/22/2014 11:38,1,39680,1,,,2,,,,1,1,2,33,1,41.48170471,-81.69339752,-1
R_aXy8K4WpkiNQn0F,Default Response Set,Anonymous,,,71.61.237.206,0,5/22/2014 11:37,5/22/2014 11:38,1,2856,1,,,,,1,,2,1,1,26,1,41.05859375,-80.33480072,-1
R_5zoCy8b8kaOSes5,Default Response Set,Anonymous,,,184.6.214.191,0,5/22/2014 11:38,5/22/2014 11:39,1,33581,1,,,,,1,,1,1,2,50,1,41.06669617,-74.81279755,-1
R_d4J9Vec4vkilgy1,Default Response Set,Anonymous,,,50.176.175.167,0,5/22/2014 11:39,5/22/2014 11:39,1,87517,1,,,2,,,,1,1,1,26,1,41.63540649,-70.9434967,-1
R_9zzwcc9x0RWiHHL,Default Response Set,Anonymous,,,75.69.10.180,0,5/22/2014 11:40,5/22/2014 11:41,1,62735,1,3,,,,,,1,1,1,22,1,41.69030762,-72.79070282,-1
R_bC02onAgCe3NDpz,Default Response Set,Anonymous,,,174.99.123.231,0,5/22/2014 11:40,5/22/2014 11:41,1,97469,1,,,,3,,,1,1,1,31,1,35.67999268,-77.91259766,-1
R_a49XeMNksypZ7Ux,Default Response Set,Anonymous,,,206.176.168.12,0,5/22/2014 11:39,5/22/2014 11:41,1,88350,1,,,,,2,,1,1,1,23,1,32.39430237,-93.72850037,-1
R_5aRG1Wb4zWD12Ch,Default Response Set,Anonymous,,,68.185.25.218,0,5/22/2014 11:42,5/22/2014 11:42,1,76488,1,,2,,,,,2,1,2,37,1,42.43899536,-123.3283997,-1
R_eIHCTnDKPvI7dDD,Default Response Set,Anonymous,,,68.8.68.92,0,5/22/2014 11:42,5/22/2014 11:42,1,58469,1,,,,,1,,1,1,2,31,1,32.73710632,-117.0881042,-1
R_9Y7Jf0FxfoX4Qn3,Default Response Set,Anonymous,,,4.71.46.197,0,5/22/2014 11:42,5/22/2014 11:43,1,42857,1,,,1,,,,2,1,1,26,1,37.38519287,-122.1141052,-1
R_cHBxMXXaactFaiF,Default Response Set,Anonymous,,,208.95.137.180,0,5/22/2014 11:42,5/22/2014 11:43,1,21787,1,,2,,,,,1,1,2,31,1,41.35809326,-86.31220245,-1
R_b72G1KW279fZK3r,Default Response Set,Anonymous,,,206.255.38.13,0,5/22/2014 11:44,5/22/2014 11:44,1,25597,1,1,,,,,,1,1,2,55,1,32.51289368,-94.79540253,-1
R_db9XnMX3njuV4d7,Default Response Set,Anonymous,,,198.228.198.215,0,5/22/2014 11:43,5/22/2014 11:45,1,28249,1,,,,,,1,1,1,1,24,1,40.79200745,-73.53990173,-1
R_6R4sYTHzK5O8rPL,Default Response Set,Anonymous,,,98.177.145.235,0,5/22/2014 11:44,5/22/2014 11:45,1,87187,1,3,,,,,,1,1,1,31,1,33.248703,-111.6343002,-1
R_0jiluPQKUj0V7pP,Default Response Set,Anonymous,,,108.25.117.110,0,5/22/2014 11:45,5/22/2014 11:45,1,33319,1,,,,,1,,1,1,2,22,1,39.42840576,-74.49569702,-1
R_0AjrjGcCQeMKuRn,Default Response Set,Anonymous,,,108.183.78.29,0,5/22/2014 11:45,5/22/2014 11:46,1,54066,1,,,,,2,,1,1,1,19,1,42.97610474,-78.87270355,-1
R_0oEeUszI5UCY7GJ,Default Response Set,Anonymous,,,107.132.201.138,0,5/22/2014 11:46,5/22/2014 11:46,1,27523,1,,,1,,,,2,1,1,26,1,27.75230408,-98.06970215,-1
R_6Vu5UzhWaldcZRr,Default Response Set,Anonymous,,,76.106.244.157,0,5/22/2014 11:46,5/22/2014 11:47,1,61540,1,,2,,,,,1,1,2,25,1,30.16720581,-81.77149963,-1
R_b18txfnjlqGfe1n,Default Response Set,Anonymous,,,24.233.185.66,0,5/22/2014 11:47,5/22/2014 11:48,1,74160,1,,,,1,,,1,1,1,32,1,26.27200317,-80.25800323,-1
R_8kXKpshNPLXZfV3,Default Response Set,Anonymous,,,50.174.196.113,0,5/22/2014 11:48,5/22/2014 11:48,1,80889,1,,,,,,2,1,1,1,28,1,37.68659973,-122.1568985,-1
R_5sB22xbNr279Eih,Default Response Set,Anonymous,,,170.140.22.155,0,5/22/2014 11:49,5/22/2014 11:49,1,23351,1,1,,,,,,2,1,1,26,1,33.79519653,-84.32479858,-1
R_8jP8hqPSG5bZpOd,Default Response Set,Anonymous,,,70.231.228.0,0,5/22/2014 11:49,5/22/2014 11:50,1,34076,1,,,,,3,,2,1,2,60,1,37.77490234,-122.4194031,-1
R_6y7c8b1vg4jWjmR,Default Response Set,Anonymous,,,50.147.153.176,0,5/22/2014 11:49,5/22/2014 11:50,1,40138,1,,2,,,,,1,1,1,34,1,35.84140015,-84.45429993,-1
R_cUTNlu8eGqZl1UV,Default Response Set,Anonymous,,,12.68.178.146,0,5/22/2014 11:50,5/22/2014 11:51,1,177,1,,,,,,1,1,1,1,25,1,34.14779663,-118.1445007,-1
R_6RO8nLrhGQ9IX6B,Default Response Set,Anonymous,,,72.145.32.149,0,5/22/2014 11:51,5/22/2014 11:51,1,65805,1,,,1,,,,2,1,1,24,1,25.65859985,-80.35679626,-1
R_dmAmCMJSrNcFWtL,Default Response Set,Anonymous,,,24.229.154.92,0,5/22/2014 11:51,5/22/2014 11:52,1,33186,1,,1,,,,,2,1,2,47,1,40.61520386,-75.54370117,-1
R_e3EAxJGOzMJhNPf,Default Response Set,Anonymous,,,208.58.34.229,0,5/22/2014 11:52,5/22/2014 11:52,1,29411,1,,,,1,,,2,1,1,29,1,40.65710449,-75.50299835,-1
R_aWXlPeJtx9ThG4d,Default Response Set,Anonymous,,,204.97.104.30,0,5/22/2014 11:52,5/22/2014 11:53,1,55918,1,,,,2,,,1,1,1,20,1,42.65260315,-73.7562027,-1
R_0psAyRi8EQHnzKd,Default Response Set,Anonymous,,,98.90.7.247,0,5/22/2014 11:52,5/22/2014 11:53,1,25703,1,2,,,,,,1,1,1,30,1,30.69439697,-88.04299927,-1
R_czKDWtQTZ89tZwp,Default Response Set,Anonymous,,,74.36.155.50,0,5/22/2014 11:52,5/22/2014 11:53,1,11565,1,,,2,,,,1,1,1,28,1,45.12609863,-92.51280212,-1
R_9ADquXNeD2EIvcN,Default Response Set,Anonymous,,,24.117.171.8,0,5/22/2014 11:52,5/22/2014 11:53,1,91370,1,,,,,3,,1,1,2,48,1,34.49259949,-97.85230255,-1
R_1NX0xbKVXPW8sex,Default Response Set,Anonymous,,,74.98.203.137,0,5/22/2014 11:53,5/22/2014 11:53,1,90665,1,,,,,,3,1,1,2,53,1,40.32240295,-80.03549957,-1
R_bezMiuk3i93a2Tr,Default Response Set,Anonymous,,,50.78.204.185,0,5/22/2014 11:53,5/22/2014 11:54,1,20957,1,,,2,,,,1,1,1,20,1,39.70410156,-104.9338989,-1
R_9sMbKmMj7pxNsFL,Default Response Set,Anonymous,,,72.208.224.145,0,5/22/2014 11:54,5/22/2014 11:54,1,7496,1,,,,,,1,1,1,1,35,1,33.24789429,-111.7894974,-1
R_4SJJpfy5zuxhLXD,Default Response Set,Anonymous,,,199.48.117.130,0,5/22/2014 11:54,5/22/2014 11:54,1,6493,1,3,,,,,,1,1,1,24,1,35.60090637,-82.55400085,-1
R_a3p9EImmc4OLzTL,Default Response Set,Anonymous,,,199.87.103.144,0,5/22/2014 11:54,5/22/2014 11:55,1,17331,1,,,,,1,,2,1,1,23,1,33.75270081,-78.90709686,-1
R_bKP7YzKkXBoOszX,Default Response Set,Anonymous,,,75.144.95.5,0,5/22/2014 11:55,5/22/2014 11:56,1,46379,1,,1,,,,,1,1,1,29,1,42.48060608,-83.47550201,-1
R_3HLqV97BPDJpJgV,Default Response Set,Anonymous,,,76.108.36.225,0,5/22/2014 11:56,5/22/2014 11:57,1,96765,1,,,,,2,,2,1,1,28,1,25.77430725,-80.1937027,-1
R_eb36fHeez9WjXQ9,Default Response Set,Anonymous,,,69.250.197.143,0,5/22/2014 11:56,5/22/2014 11:57,1,26964,1,3,,,,,,2,1,2,24,1,38.92129517,-77.03859711,-1
R_b7sFts3n4QmnyRL,Default Response Set,Anonymous,,,94.116.216.247,0,5/22/2014 11:58,5/22/2014 11:59,1,48870,1,,,,,,1,1,1,1,28,1,51.51420593,-0.093093872,-1
R_3vzY1UIMeDyKF9j,Default Response Set,Anonymous,,,173.217.103.110,0,5/22/2014 11:58,5/22/2014 11:59,1,39308,1,,1,,,,,2,1,1,31,1,32.70809937,-93.2779007,-1
R_6L1PKah2iGlbOKh,Default Response Set,Anonymous,,,66.57.39.71,0,5/22/2014 11:59,5/22/2014 11:59,1,60427,1,,,,,,2,1,1,1,24,1,35.91329956,-79.15920258,-1
R_bEryQCPluaTrh6B,Default Response Set,Anonymous,,,24.231.129.25,0,5/22/2014 11:59,5/22/2014 12:00,1,64594,1,,,,,3,,1,1,1,62,1,45.80729675,-88.07060242,-1
R_5dlzpRhJE2dDHrD,Default Response Set,Anonymous,,,98.236.100.60,0,5/22/2014 11:59,5/22/2014 12:00,1,36899,1,1,,,,,,2,1,2,30,1,39.56750488,-79.93630219,-1
R_cGgryBjYQjz4YHH,Default Response Set,Anonymous,,,108.9.132.119,0,5/22/2014 11:58,5/22/2014 12:00,1,70389,1,,,,,3,,1,1,1,26,1,28.19940186,-82.76809692,-1
R_bEfLVnXgpNqCGB7,Default Response Set,Anonymous,,,174.27.197.221,0,5/22/2014 11:59,5/22/2014 12:00,1,197,1,,,1,,,,1,1,1,63,1,40.60969543,-111.9391022,-1
R_41wMR672vRAStW5,Default Response Set,Anonymous,,,68.56.152.184,0,5/22/2014 12:01,5/22/2014 12:01,1,98856,1,,,,,,2,1,1,1,18,1,27.04069519,-82.35250092,-1
R_6hzuGtOtzp58NOB,Default Response Set,Anonymous,,,76.99.22.0,0,5/22/2014 12:01,5/22/2014 12:01,1,33503,1,,,3,,,,2,1,1,23,1,39.96859741,-75.17620087,-1
R_6r5t36qg7IBMunr,Default Response Set,Anonymous,,,99.125.94.91,0,5/22/2014 12:01,5/22/2014 12:02,1,1935,1,,2,,,,,1,1,2,28,1,39.7684021,-86.15799713,-1
R_8ljfpqknzMrzw7H,Default Response Set,Anonymous,,,99.155.148.252,0,5/22/2014 11:59,5/22/2014 12:03,1,90937,1,,2,,,,,1,1,1,23,1,42.95419312,-85.48889923,-1
R_bHlXXReyxb7LHff,Default Response Set,Anonymous,,,209.107.79.49,0,5/22/2014 12:03,5/22/2014 12:03,1,80229,1,,,,,3,,2,1,1,18,1,41.8500061,-87.65000153,-1
R_8enp7kToyUjhIXj,Default Response Set,Anonymous,,,74.123.20.88,0,5/22/2014 12:03,5/22/2014 12:04,1,18695,1,,,,,,1,1,1,2,19,1,35.35119629,-86.18379974,-1
R_0xppf4qu9Rgosg5,Default Response Set,Anonymous,,,143.81.248.47,0,5/22/2014 12:04,5/22/2014 12:04,1,55772,1,,,2,,,,1,1,1,35,1,0,0,-1
R_b9FfQR3e1ctRUXz,Default Response Set,Anonymous,,,71.47.198.3,0,5/22/2014 12:04,5/22/2014 12:04,1,19970,1,1,,,,,,1,1,2,20,1,28.14900208,-80.65280151,-1
R_1LVRkzjAuQ8rsWh,Default Response Set,Anonymous,,,108.236.120.176,0,5/22/2014 12:04,5/22/2014 12:05,1,46046,1,,,,,,1,2,1,1,26,1,30.06889343,-81.56210327,-1
R_24XwUbll5hp2zat,Default Response Set,Anonymous,,,75.0.238.126,0,5/22/2014 12:05,5/22/2014 12:05,1,86387,1,3,,,,,,1,1,1,24,1,27.80059814,-97.39640045,-1
R_eJmFSwbIsOvgKSV,Default Response Set,Anonymous,,,71.145.248.61,0,5/22/2014 12:06,5/22/2014 12:06,1,42933,1,,,,,,2,1,1,2,40,1,37.95199585,-97.97709656,-1
R_dgyemSjTSnxtMOh,Default Response Set,Anonymous,,,76.101.186.219,0,5/22/2014 12:07,5/22/2014 12:07,1,33206,1,,,,2,,,1,1,2,22,1,26.23849487,-81.76409912,-1
R_dmLkXWxhpDloQNn,Default Response Set,Anonymous,,,98.209.213.205,0,5/22/2014 12:07,5/22/2014 12:08,1,83535,1,,1,,,,,1,1,1,21,1,42.5644989,-83.06469727,-1
R_1GtQsZIg1opO2gd,Default Response Set,Anonymous,,,24.188.27.48,0,5/22/2014 12:08,5/22/2014 12:08,1,19394,1,,,,,1,,1,1,2,29,1,40.82989502,-73.86460114,-1
R_26mYVbMyaZNm4bX,Default Response Set,Anonymous,,,65.25.1.77,0,5/22/2014 12:08,5/22/2014 12:09,1,79505,1,3,,,,,,1,1,1,39,1,41.44569397,-82.18049622,-1
R_6VXFWa9wVOyNFsN,Default Response Set,Anonymous,,,69.242.48.103,0,5/22/2014 12:09,5/22/2014 12:10,1,19221,1,,3,,,,,2,1,1,41,1,40.26049805,-75.6155014,-1
R_3QnUotW4W9LPBEV,Default Response Set,Anonymous,,,173.58.211.133,0,5/22/2014 12:09,5/22/2014 12:10,1,75554,1,,,,,,2,1,1,1,22,1,33.86610413,-118.0527954,-1
R_6yEKBSlVlFWAJ1z,Default Response Set,Anonymous,,,96.228.230.223,0,5/22/2014 12:09,5/22/2014 12:12,1,25533,1,,,,,,2,1,1,2,33,1,28.08590698,-82.76249695,-1
R_0eLk0cQ8Smrz2QZ,Default Response Set,Anonymous,,,150.216.254.165,0,5/22/2014 11:57,5/22/2014 11:57,0,61467,1,,,3,,,,1,1,1,20,,,,-1
R_0vmeudHMOj0SaDH,Default Response Set,Anonymous,,,107.219.254.192,0,5/22/2014 10:51,5/22/2014 10:52,0,47408,1,,,,,,3,1,1,1,44,,,,-1
